5.142120	0.174654	14.758951	0.317167	1.121282	0.047948
5.217555	0.166973	14.386870	0.241706	1.042480	0.077482
4.883807	0.224186	14.869357	0.314808	1.201483	0.138756
5.049111	0.154495	16.016853	0.284637	0.976067	0.066402
4.536327	0.197500	15.393589	0.343029	2.095121	0.117240
4.769362	0.228115	15.232459	0.324056	1.208277	0.155066
5.513926	0.159235	14.603368	0.251147	1.632122	0.053361
5.010081	0.159331	15.628603	0.284218	2.057348	0.070113
5.224286	0.146531	14.359529	0.238170	0.829662	0.051891
4.518169	0.208203	15.778889	0.365689	2.212043	0.130754
4.428675	0.319498	13.906058	0.419248	1.695001	0.230396
4.722725	0.185015	15.653804	0.321326	2.254329	0.103271
5.020772	0.207988	15.777793	0.326357	1.159109	0.119061
5.124706	0.221440	12.752713	0.264907	1.192781	0.106028
5.495441	0.173953	14.832067	0.286571	2.152636	0.054340
4.976146	0.198606	14.292114	0.260295	1.191209	0.117574
5.083710	0.216914	14.594751	0.335672	1.086165	0.099875
6.224570	0.137751	23.218906	0.331011	3.174608	0.045086
5.282946	0.193817	14.824174	0.284162	1.666180	0.092294
5.857248	0.092398	28.646761	0.291780	2.985281	0.038405
5.208018	0.129141	15.579231	0.214758	1.046604	0.058288
5.504703	0.168558	14.830124	0.240050	1.807264	0.075618
5.135739	0.233087	14.828505	0.310079	0.957566	0.137032
5.701022	0.089928	30.149860	0.307341	1.432829	0.039853
5.364312	0.101987	15.324204	0.183573	0.714306	0.028812
4.563198	0.206570	14.827770	0.346825	1.658955	0.115635
5.259674	0.200855	13.689957	0.260461	1.899643	0.095617
5.835814	0.088013	42.020823	0.409240	2.141022	0.053756
4.640762	0.196130	15.368166	0.329321	1.403707	0.115392
5.323056	0.150981	15.545891	0.267847	1.035667	0.051840
5.318087	0.295242	14.208654	0.311714	1.441308	0.193271
3.987166	0.157572	14.762558	0.224353	2.461599	0.148300
5.744130	0.098824	29.057471	0.322988	1.252331	0.042056
5.031482	0.175164	14.557085	0.274089	1.042980	0.080735
5.626883	0.101890	30.173765	0.353228	1.325349	0.045475
4.529551	0.206704	15.738355	0.341850	1.442504	0.139911
5.075773	0.200853	14.351589	0.323808	2.202592	0.080753
5.075534	0.317636	13.288835	0.351792	2.154998	0.188128
4.553196	0.246550	14.530479	0.300345	2.108252	0.201345
5.413304	0.114354	14.250562	0.179546	1.020114	0.037847
5.125595	0.226298	14.238579	0.306655	1.820125	0.118509
4.888392	0.244215	15.092330	0.373602	1.905477	0.138863
4.668983	0.189582	14.255276	0.294576	1.550271	0.102254
5.259645	0.186152	15.540668	0.275732	1.507730	0.099673
4.653452	0.216106	15.156470	0.341671	1.165300	0.133450
3.718810	0.447614	7.843662	0.320947	1.896732	0.288943
4.841333	0.182575	14.927119	0.285619	2.183611	0.099995
5.393454	0.161226	14.614052	0.252868	1.236700	0.059980
4.709783	0.198585	15.089177	0.353339	2.054213	0.095772
5.252459	0.180170	14.804379	0.280767	1.875344	0.077541
5.402129	0.283779	14.013049	0.332325	2.196857	0.153844
4.526390	0.174534	16.097089	0.311922	1.607471	0.111757
4.615564	0.189039	14.792406	0.239581	1.756354	0.148552
5.593786	0.156799	14.587141	0.226814	0.784106	0.062158
5.711495	0.200898	14.145438	0.264913	0.917054	0.081889
5.833774	0.114724	28.607941	0.363297	3.251618	0.047712
4.031088	0.315404	14.786974	0.441769	2.747071	0.296635
5.399028	0.193029	14.687026	0.264831	0.805242	0.094331
5.739302	0.383113	14.765082	0.356104	1.030140	0.268925
5.398289	0.224113	13.795606	0.276117	2.419622	0.109827
5.230944	0.184279	14.626650	0.263464	1.342102	0.090567
5.884358	0.109589	29.753447	0.356624	3.406687	0.048383
5.359781	0.159778	14.565129	0.268092	0.778487	0.047689
5.347272	0.452832	13.094040	0.419788	1.218723	0.285867
5.714669	0.102499	29.955710	0.347189	1.274212	0.045079
4.998060	0.183491	14.593286	0.301084	1.809081	0.078777
4.960630	0.212314	13.607318	0.288575	1.967051	0.107285
