5.030190	0.270352	6.473356	0.232906	0.053584	0.015818
4.97	0.23	7.11	0.22	0.23	0.02
4.73	0.24	6.78	0.23	0.38	0.02
5.01	0.14	14.11	0.25	0.47	0.02
4.96	0.27	6.35	0.23	0.36	0.02
5.35	0.34	5.25	0.22	0.36	0.02
5.35	0.28	6.54	0.23	0.17	0.02
5.54	0.26	6.86	0.21	0.43	0.03
4.74	0.23	6.47	0.21	0.10	0.02
5.44	0.25	7.09	0.21	0.45	0.03
4.69	0.21	7.01	0.21	0.28	0.02
4.93	0.29	6.41	0.24	0.45	0.03
6.14	0.30	6.27	0.20	0.37	0.02
5.36	0.26	6.77	0.21	0.29	0.02
4.57	0.22	7.08	0.22	0.18	0.02
5.50	0.32	5.60	0.21	0.34	0.02
5.75	0.31	5.76	0.21	0.39	0.02
4.87	0.26	6.40	0.23	0.04	0.02
5.55	0.31	6.37	0.24	0.23	0.02
5.58	0.29	5.84	0.20	0.37	0.02
4.77	0.28	6.57	0.25	0.10	0.02
5.70	0.31	6.28	0.22	0.42	0.03
5.09	0.25	6.60	0.22	0.27	0.02
5.20	0.23	7.02	0.20	0.17	0.02
6.32	0.28	6.36	0.19	0.12	0.02
5.08	0.32	5.82	0.24	0.17	0.02
6.00	0.34	5.98	0.22	0.46	0.03
5.40	0.26	7.01	0.22	0.32	0.02
4.83	0.24	6.82	0.23	0.21	0.02
5.22	0.29	6.48	0.23	0.42	0.03
4.70	0.25	6.47	0.23	0.08	0.02
4.98	0.26	6.58	0.23	0.43	0.02
5.13	0.29	6.02	0.23	0.04	0.02
5.19	0.28	6.50	0.24	0.20	0.02
4.51	0.23	7.03	0.24	0.04	0.02
5.91	0.30	6.64	0.21	0.36	0.03
4.87	0.27	6.19	0.23	-0.02	0.01
4.39	0.23	7.24	0.25	0.03	0.02
5.97	0.28	6.46	0.20	0.14	0.02
5.10	0.32	5.71	0.23	0.28	0.02
4.94	0.23	7.00	0.21	0.23	0.02
5.79	0.36	6.00	0.24	0.31	0.03
4.60	0.26	5.90	0.22	0.10	0.02
5.12	0.25	7.03	0.22	0.34	0.03
5.30	0.26	6.43	0.21	0.19	0.02
4.51	0.23	6.74	0.23	0.20	0.02
5.82	0.39	5.47	0.24	0.12	0.02
4.99	0.26	7.04	0.24	0.35	0.02
4.98	0.30	6.30	0.25	0.47	0.03
5.16	0.27	6.45	0.23	-0.04	0.02
5.59	0.32	6.58	0.24	0.45	0.03
5.19	0.29	5.89	0.22	0.01	0.02
5.72	0.30	6.02	0.21	-0.04	0.02
5.02	0.32	6.14	0.25	0.53	0.03
4.66	0.22	6.74	0.21	0.10	0.01
4.69	0.23	6.62	0.22	0.47	0.02
4.76	0.28	5.74	0.23	0.11	0.02
4.74	0.28	5.93	0.23	0.13	0.02
4.82	0.24	6.52	0.22	0.09	0.02
5.45	0.31	5.97	0.23	0.32	0.02
5.56	0.19	10.35	0.23	0.66	0.03
5.28	0.32	5.80	0.24	0.08	0.02
4.98	0.24	6.93	0.22	0.17	0.02
5.04	0.26	6.59	0.22	0.33	0.03
4.44	0.23	7.13	0.25	-0.02	0.02
4.47	0.25	6.07	0.23	0.11	0.02
5.05	0.23	7.00	0.21	0.09	0.01
6.15	0.32	5.97	0.20	0.37	0.03
5.44	0.30	5.94	0.22	-0.01	0.02
5.27	0.33	6.27	0.26	0.31	0.03
4.88	0.25	6.68	0.22	0.07	0.02
4.55	0.27	5.84	0.24	0.13	0.02
5.55	0.32	6.03	0.23	0.11	0.02
4.80	0.25	7.02	0.24	0.14	0.02
5.39	0.30	6.93	0.25	0.42	0.03
4.90	0.21	7.47	0.22	0.06	0.02
5.35	0.32	6.33	0.25	0.09	0.02
5.33	0.27	6.11	0.21	0.11	0.02
4.94	0.26	6.60	0.22	0.40	0.02
5.25	0.27	6.79	0.23	0.57	0.02
4.81	0.22	7.36	0.22	0.24	0.02
5.75	0.27	6.34	0.20	0.33	0.02
4.86	0.26	6.76	0.24	0.01	0.02
4.61	0.26	6.68	0.25	0.24	0.02
6.41	0.35	6.00	0.21	0.48	0.03
5.00	0.31	5.40	0.22	0.04	0.02
5.06	0.26	6.27	0.22	0.04	0.02
5.19	0.31	6.21	0.24	0.22	0.02
5.10	0.32	6.21	0.25	0.46	0.03
6.35	0.36	5.24	0.20	0.26	0.02
5.00	0.24	7.25	0.22	0.50	0.03
5.00	0.28	6.20	0.23	0.11	0.02
5.53	0.29	6.50	0.22	0.52	0.03
4.97	0.23	7.52	0.23	-0.02	0.02
5.64	0.29	6.29	0.22	0.02	0.02
6.17	0.34	5.66	0.21	0.29	0.02
5.76	0.31	6.14	0.22	0.12	0.02
4.62	0.23	7.28	0.24	0.42	0.03
4.64	0.26	7.11	0.26	0.04	0.02
5.15	0.27	6.59	0.23	0.16	0.02
5.00	0.29	5.95	0.23	0.08	0.02
6.00	0.34	5.89	0.22	0.23	0.03
5.49	0.28	6.25	0.21	0.27	0.02
4.80	0.26	6.64	0.23	0.30	0.02
5.42	0.34	5.40	0.22	0.48	0.03
5.31	0.29	6.34	0.23	0.32	0.02
4.92	0.25	6.80	0.23	0.18	0.02
4.88	0.24	6.41	0.21	0.06	0.01
4.78	0.25	6.72	0.24	0.09	0.02
4.80	0.30	6.23	0.26	-0.00	0.02
4.76	0.27	6.48	0.24	0.11	0.02
4.87	0.25	6.49	0.22	0.36	0.02
5.47	0.33	5.55	0.22	0.12	0.02
5.57	0.28	6.37	0.22	0.26	0.02
4.30	0.24	6.20	0.23	0.02	0.01
5.47	0.15	11.63	0.21	0.32	0.02
4.63	0.27	6.26	0.24	0.09	0.02
5.35	0.32	5.91	0.23	-0.01	0.02
5.54	0.31	6.30	0.23	0.24	0.02
5.04	0.26	6.24	0.21	0.24	0.02
5.11	0.29	6.29	0.24	0.26	0.02
5.49	0.31	6.21	0.23	0.37	0.02
5.08	0.27	6.56	0.23	0.15	0.02
4.72	0.26	6.53	0.24	0.41	0.02
5.12	0.29	5.83	0.22	-0.06	0.01
5.43	0.27	6.16	0.21	0.04	0.01
5.25	0.27	6.58	0.23	0.27	0.02
4.73	0.26	6.11	0.22	0.12	0.02
5.35	0.29	6.74	0.24	0.47	0.03
