6.470169	0.132118	30.070206	0.409090	1.073437	0.037530
5.525771	0.144097	14.182810	0.233304	2.059869	0.036572
5.906576	0.177006	13.882266	0.268259	1.480946	0.036522
5.394930	0.135681	14.299246	0.236042	0.713739	0.025426
6.468447	0.189341	13.998131	0.273760	0.402723	0.023828
6.460899	0.182200	14.334578	0.265063	1.247225	0.030657
6.234991	0.149536	14.248859	0.225213	0.680158	0.024100
6.039045	0.179514	13.694832	0.260642	1.748937	0.037135
5.440522	0.138648	15.349659	0.256403	0.866485	0.028054
5.848000	0.141944	14.322469	0.222489	0.973230	0.031831
5.615670	0.139360	14.751572	0.239575	0.914053	0.026986
6.700322	0.175454	13.425950	0.235148	0.258653	0.020407
5.818931	0.141911	14.714268	0.235346	0.850345	0.026151
5.926982	0.186745	14.190006	0.293756	1.189783	0.032186
5.324784	0.136485	14.609278	0.241809	1.433175	0.031038
5.727380	0.166023	13.947096	0.247616	1.221293	0.046863
5.628208	0.148632	15.444977	0.263032	0.901500	0.034726
6.275271	0.192213	14.858881	0.299707	1.296868	0.032439
6.184526	0.111807	29.551840	0.354477	1.870842	0.034167
6.073330	0.182133	14.430042	0.288744	0.382261	0.024927
5.510208	0.187661	13.828790	0.299142	1.862080	0.044545
6.328342	0.125361	29.490263	0.386834	2.612506	0.038852
6.294384	0.187926	14.503446	0.287877	0.792754	0.027063
5.472559	0.182239	14.594722	0.314753	1.643237	0.039865
5.494920	0.158067	14.689489	0.270345	1.669677	0.038515
6.194980	0.164626	14.395631	0.254808	0.394536	0.023001
6.461715	0.133859	28.462675	0.388462	2.244250	0.042195
6.176659	0.171562	13.697374	0.252518	0.591343	0.024196
5.663809	0.150848	15.415810	0.269468	1.474858	0.029355
5.856429	0.147574	15.030693	0.247841	1.412604	0.028359
5.329609	0.126980	15.765715	0.245670	1.139435	0.027364
5.890083	0.169174	14.756253	0.282872	0.370148	0.023833
5.552870	0.168804	14.624036	0.291019	1.154711	0.032630
5.837636	0.155644	14.224116	0.244742	1.736362	0.032531
5.950311	0.164598	14.339482	0.254713	1.723798	0.035322
6.186974	0.148521	13.907875	0.218536	1.395870	0.025348
6.498235	0.184435	14.454047	0.266939	1.370946	0.033536
5.810561	0.154702	14.040798	0.243366	1.462995	0.029573
5.059627	0.591292	34.447812	2.243127	5.717939	2.425479
5.533709	0.156926	14.865026	0.276953	0.692072	0.029510
6.013951	0.159868	14.326214	0.245503	1.125394	0.033213
5.531051	0.180652	14.371676	0.309668	0.717114	0.030779
5.473929	0.181609	14.679942	0.312037	1.719189	0.043445
5.979992	0.114239	30.485544	0.383820	2.878010	0.040360
4.952260	0.141596	15.253176	0.270824	1.924791	0.049957
5.723781	0.128760	15.276628	0.224612	0.904659	0.026100
6.416904	0.176084	14.465665	0.262918	0.709435	0.026446
5.746987	0.145805	15.280798	0.258514	0.384674	0.021839
5.948313	0.155306	15.134913	0.263470	0.454612	0.022793
5.592473	0.172810	13.849190	0.280518	1.599871	0.030905
6.420280	0.154772	15.098133	0.241055	0.767883	0.024280
6.083289	0.159804	14.148293	0.247908	0.375777	0.021550
5.970262	0.178842	13.865629	0.265129	0.945039	0.038628
5.675603	0.193094	14.944966	0.332666	1.048462	0.037738
6.091688	0.203884	13.761345	0.298802	1.625066	0.037966
5.332283	0.120885	15.769215	0.231385	1.720851	0.029097
6.083215	0.174080	14.758477	0.278986	0.909183	0.028569
5.878657	0.183015	15.302040	0.311582	1.371759	0.035893
5.490295	0.163129	14.459327	0.276294	1.823196	0.037120
5.524727	0.178609	14.587763	0.295187	1.560873	0.049415
5.432803	0.138128	16.251632	0.269618	1.603575	0.031094
5.683008	0.152033	13.894248	0.237789	1.792689	0.034100
6.258406	0.201000	13.774670	0.290278	1.156554	0.032878
4.749978	0.185282	13.852830	0.334862	1.898985	0.058592
6.692265	0.146277	29.194944	0.428444	0.283647	0.034268
5.814007	0.134279	14.671640	0.220643	1.354556	0.026732
6.234426	0.171783	14.884891	0.264826	1.077140	0.035365
6.969524	0.137772	28.885110	0.378680	1.281980	0.038553
6.033976	0.145384	15.285852	0.245256	0.437169	0.021915
5.919740	0.173537	15.088022	0.289138	1.409869	0.033590
6.209982	0.197594	13.468499	0.284284	0.735593	0.027546
4.992173	0.130613	14.825021	0.242613	1.495088	0.039911
4.668557	0.115498	16.120525	0.254835	1.262171	0.034990
6.205695	0.145407	15.397231	0.240733	0.356038	0.021022
6.321142	0.166003	14.070596	0.242146	0.803380	0.027938
6.502756	0.119954	43.618542	0.535402	1.768914	0.050321
6.384366	0.167740	14.580725	0.254865	0.628665	0.023826
5.488728	0.170746	14.865815	0.301285	1.433391	0.035591
5.941980	0.150824	14.537763	0.239643	1.337303	0.030074
5.455846	0.159803	15.184151	0.292901	1.489581	0.029941
5.475832	0.135638	14.957048	0.246319	0.406950	0.021510
5.129770	0.130371	15.836164	0.251776	1.321828	0.041756
5.343801	0.171746	15.163182	0.308821	1.911660	0.047301
5.907783	0.147003	14.190176	0.232345	0.675185	0.024896
5.711482	0.154097	15.232606	0.272676	0.433226	0.025287
6.456072	0.125334	28.426744	0.366134	1.935799	0.035990
6.178621	0.177208	14.410331	0.264240	1.320728	0.038243
6.291377	0.170301	14.394833	0.260240	0.418265	0.022474
5.143554	0.132690	15.904905	0.272056	0.570954	0.024156
6.187643	0.175533	14.026864	0.255920	1.688768	0.035401
5.586184	0.195709	14.381695	0.327918	1.568150	0.039325
5.910526	0.170472	15.430689	0.292112	1.257707	0.032297
5.802620	0.168909	14.823400	0.282434	1.003617	0.032111
4.971450	0.151963	14.677399	0.270792	3.110302	0.054145
6.680928	0.208544	13.923893	0.289362	0.480967	0.027281
5.476925	0.172653	15.165631	0.312937	1.543766	0.034848
6.321880	0.196518	14.062915	0.288729	1.151338	0.030088
5.746155	0.189781	14.669987	0.311272	1.353041	0.042769
5.337971	0.172406	15.127651	0.310768	2.012228	0.045980
5.889742	0.194759	14.292834	0.316151	0.339502	0.025296
