5.194683	0.154842	10.890975	0.213842	0.415193	0.021275
4.99	0.17	10.42	0.24	0.57	0.02
5.49	0.10	21.08	0.25	0.28	0.02
5.47	0.17	10.26	0.21	0.47	0.02
4.91	0.16	10.51	0.23	0.12	0.02
5.19	0.18	10.05	0.23	0.17	0.02
5.06	0.17	10.56	0.24	0.01	0.02
4.87	0.16	10.50	0.23	0.24	0.02
5.12	0.17	11.21	0.24	0.47	0.03
5.07	0.17	10.42	0.23	0.05	0.02
5.20	0.09	21.29	0.24	0.28	0.02
5.24	0.16	10.42	0.22	0.12	0.02
5.17	0.20	9.94	0.25	0.69	0.03
5.34	0.18	10.00	0.22	0.55	0.02
4.95	0.17	10.65	0.24	0.24	0.02
4.00	0.14	11.01	0.26	0.02	0.02
5.45	0.19	10.19	0.24	0.02	0.02
4.90	0.16	11.05	0.24	0.63	0.03
5.14	0.16	10.97	0.23	0.10	0.02
5.50	0.18	10.09	0.22	0.21	0.02
5.42	0.18	9.57	0.21	0.03	0.01
4.97	0.16	10.46	0.23	0.10	0.02
5.06	0.14	11.39	0.22	0.03	0.01
6.01	0.20	10.13	0.21	0.59	0.03
5.43	0.09	20.31	0.23	0.52	0.02
5.70	0.18	10.56	0.22	0.48	0.02
5.34	0.15	11.37	0.22	0.06	0.01
5.13	0.18	10.79	0.25	0.11	0.02
5.13	0.16	10.26	0.22	0.09	0.02
5.85	0.18	10.29	0.21	0.34	0.02
4.85	0.15	11.07	0.23	0.40	0.02
5.26	0.18	10.43	0.23	0.43	0.02
5.41	0.17	10.59	0.22	0.20	0.02
5.18	0.19	11.34	0.27	0.39	0.02
5.29	0.17	10.51	0.23	0.13	0.02
5.44	0.19	11.01	0.25	0.38	0.02
5.29	0.09	22.37	0.24	0.72	0.02
5.68	0.20	9.99	0.23	0.46	0.03
5.32	0.17	10.27	0.21	0.45	0.02
4.66	0.14	10.86	0.22	0.10	0.02
5.60	0.18	10.69	0.22	0.60	0.03
5.15	0.18	10.76	0.25	0.54	0.03
5.23	0.16	11.61	0.24	0.06	0.02
5.54	0.19	9.83	0.22	0.09	0.02
5.45	0.16	10.87	0.21	0.05	0.02
5.05	0.15	11.12	0.22	0.11	0.02
5.66	0.18	10.50	0.22	0.39	0.02
5.29	0.18	9.19	0.21	0.24	0.02
5.37	0.18	10.21	0.22	0.10	0.02
5.32	0.20	11.02	0.27	0.66	0.04
5.38	0.17	10.55	0.23	0.09	0.02
5.63	0.20	10.38	0.24	0.49	0.03
5.01	0.16	10.64	0.22	0.42	0.02
5.34	0.18	10.25	0.23	0.02	0.02
5.87	0.19	9.60	0.21	0.17	0.02
5.25	0.16	10.85	0.22	0.36	0.02
4.78	0.16	10.70	0.23	0.24	0.02
5.46	0.16	10.61	0.21	0.00	0.01
5.58	0.17	9.93	0.21	0.10	0.02
5.41	0.17	10.27	0.22	0.14	0.02
5.09	0.17	10.36	0.23	0.23	0.02
5.48	0.16	10.32	0.20	0.53	0.02
5.08	0.16	10.47	0.22	0.18	0.02
4.95	0.14	11.86	0.23	-0.02	0.02
5.16	0.17	11.10	0.23	0.57	0.03
5.43	0.15	11.35	0.21	0.00	0.01
5.13	0.16	11.00	0.22	0.27	0.02
5.56	0.16	10.64	0.21	0.22	0.02
5.50	0.17	10.96	0.22	-0.02	0.02
5.48	0.10	19.29	0.24	0.49	0.02
5.59	0.18	9.83	0.21	0.24	0.02
5.69	0.19	9.54	0.22	0.01	0.02
6.32	0.20	10.77	0.22	0.65	0.03
4.92	0.16	10.87	0.23	0.55	0.03
5.79	0.19	9.73	0.21	0.24	0.02
5.48	0.22	9.92	0.26	0.43	0.03
5.37	0.15	11.31	0.20	0.11	0.02
5.01	0.16	10.71	0.23	-0.03	0.02
5.11	0.08	21.27	0.23	0.19	0.02
5.06	0.16	10.37	0.22	0.06	0.02
5.27	0.19	9.93	0.24	0.26	0.02
5.11	0.16	10.73	0.23	0.02	0.02
5.55	0.17	10.88	0.22	0.22	0.02
5.42	0.19	9.74	0.23	0.24	0.02
5.03	0.43	11.86	0.68	0.36	0.05
4.71	0.15	10.98	0.24	0.24	0.02
5.72	0.16	10.62	0.20	0.16	0.02
5.45	0.10	19.89	0.23	1.08	0.03
4.99	0.17	11.08	0.24	0.29	0.02
5.55	0.23	9.94	0.26	0.59	0.04
5.50	0.16	10.60	0.21	0.31	0.02
5.06	0.17	10.39	0.22	0.50	0.02
5.49	0.16	10.87	0.22	0.02	0.02
5.75	0.20	10.07	0.23	0.14	0.02
5.39	0.16	11.22	0.22	0.12	0.02
5.44	0.10	21.26	0.25	0.86	0.03
4.99	0.17	10.27	0.23	0.05	0.02
5.47	0.19	10.24	0.24	0.42	0.03
5.31	0.15	10.95	0.21	0.02	0.01
5.53	0.18	10.53	0.23	0.52	0.02
5.03	0.16	10.39	0.23	0.04	0.02
5.41	0.09	20.44	0.24	0.67	0.02
4.91	0.20	10.03	0.26	0.58	0.03
5.58	0.18	10.03	0.22	0.24	0.02
5.04	0.16	11.24	0.24	0.49	0.03
5.78	0.22	10.92	0.26	0.56	0.04
5.22	0.18	10.18	0.23	0.32	0.02
5.67	0.18	10.43	0.22	0.07	0.02
5.17	0.16	10.83	0.23	0.10	0.02
5.44	0.16	10.66	0.21	0.44	0.02
5.46	0.18	9.96	0.22	0.41	0.02
5.40	0.15	11.97	0.21	0.78	0.03
5.22	0.16	11.19	0.23	0.33	0.02
5.04	0.16	11.14	0.24	0.04	0.02
4.97	0.16	11.30	0.24	0.72	0.03
5.31	0.18	10.37	0.23	0.05	0.02
5.44	0.18	10.77	0.24	0.23	0.02
5.36	0.17	10.65	0.22	0.47	0.02
4.73	0.15	11.57	0.24	-0.05	0.02
5.24	0.16	10.97	0.23	0.33	0.02
5.09	0.18	10.70	0.24	0.69	0.03
5.05	0.15	10.63	0.21	0.05	0.01
5.41	0.17	9.93	0.21	0.12	0.02
5.87	0.19	10.71	0.22	0.36	0.02
5.03	0.16	10.34	0.23	0.12	0.02
5.26	0.08	21.47	0.22	0.10	0.02
5.67	0.18	10.21	0.21	0.49	0.03
4.87	0.16	10.40	0.23	0.25	0.02
5.55	0.20	9.97	0.24	0.68	0.03
5.00	0.18	11.14	0.26	0.47	0.02
5.62	0.18	10.73	0.22	0.57	0.03
5.63	0.20	10.08	0.23	0.63	0.03
5.20	0.17	10.26	0.23	0.34	0.02
5.07	0.16	11.22	0.24	0.07	0.02
5.18	0.16	11.00	0.23	0.53	0.02
6.07	0.23	9.83	0.25	0.33	0.02
5.69	0.20	10.10	0.23	0.53	0.03
4.88	0.16	10.29	0.23	0.18	0.02
5.90	0.22	10.05	0.24	0.64	0.03
5.45	0.16	10.70	0.21	0.42	0.02
5.15	0.15	11.22	0.21	0.41	0.02
4.94	0.17	10.65	0.24	0.59	0.03
5.15	0.17	11.04	0.24	0.58	0.03
5.44	0.18	9.87	0.21	0.45	0.02
5.45	0.10	19.68	0.24	0.13	0.02
5.21	0.17	11.09	0.24	0.17	0.02
5.67	0.17	10.73	0.21	0.33	0.02
4.91	0.14	11.95	0.21	0.62	0.03
4.88	0.16	10.99	0.23	0.27	0.02
5.33	0.09	20.15	0.24	0.03	0.02
5.20	0.20	9.78	0.25	0.29	0.02
5.44	0.17	10.86	0.22	0.07	0.02
5.66	0.19	9.87	0.22	0.31	0.02
5.68	0.19	10.72	0.23	0.58	0.03
5.79	0.21	9.24	0.22	0.23	0.02
5.38	0.18	10.72	0.24	0.54	0.03
4.85	0.15	11.19	0.22	0.33	0.02
5.30	0.18	10.08	0.22	0.25	0.02
5.03	0.16	10.63	0.23	0.14	0.02
5.40	0.09	19.90	0.23	0.14	0.02
5.28	0.16	10.14	0.21	0.19	0.02
5.39	0.18	10.08	0.23	0.29	0.02
5.19	0.18	10.65	0.24	0.04	0.02
5.65	0.17	10.17	0.21	0.01	0.01
5.12	0.15	10.29	0.20	0.03	0.01
5.31	0.22	8.93	0.25	0.30	0.02
5.16	0.18	10.33	0.23	0.37	0.02
5.08	0.19	9.23	0.23	0.10	0.02
4.61	0.16	10.32	0.24	-0.04	0.02
4.78	0.16	10.66	0.24	0.15	0.02
5.38	0.16	10.39	0.21	0.08	0.02
5.03	0.15	11.18	0.23	0.05	0.02
5.20	0.18	11.30	0.25	0.59	0.03
4.83	0.18	10.76	0.27	0.46	0.02
5.44	0.17	10.91	0.22	0.41	0.02
5.16	0.14	11.44	0.20	0.12	0.02
4.83	0.15	12.00	0.24	0.56	0.02
5.31	0.19	9.64	0.22	0.38	0.02
5.48	0.17	10.95	0.22	0.26	0.02
4.87	0.19	9.83	0.25	0.30	0.02
4.97	0.17	10.89	0.26	0.17	0.02
5.31	0.18	10.25	0.23	0.46	0.02
6.02	0.23	9.09	0.24	0.02	0.02
5.29	0.17	10.34	0.23	0.09	0.02
5.64	0.16	10.72	0.20	0.34	0.02
6.51	0.20	9.85	0.20	0.45	0.02
5.24	0.15	11.60	0.21	0.30	0.02
5.14	0.15	11.15	0.21	0.17	0.02
5.08	0.17	10.36	0.23	0.00	0.02
4.76	0.16	11.16	0.25	0.59	0.03
5.31	0.16	10.82	0.22	0.04	0.02
5.42	0.09	20.82	0.23	0.94	0.02
